-1.35243,0.473964,27.5674
-1.25134,0.465081,28.6864
-1.14907,0.454897,28.9943
-1.04576,0.446931,29.454
-0.942686,0.435192,29.71
-0.836027,0.42401,29.7745
-0.731188,0.413284,29.9562
-0.626051,0.400862,29.969
-0.519507,0.390244,29.8766
-0.413355,0.379883,29.8126
-0.311525,0.369576,29.7476
-0.205728,0.361229,29.2749
-0.105034,0.351877,28.9057
-0.000669251,0.341753,28.7337
0.0979616,0.333543,28.334
0.202511,0.31942,27.5394
0.309283,0.306504,27.243
0.412664,0.2973,26.3923
0.519354,0.286136,26.0117
0.628986,0.274035,25.2075
0.730449,0.263218,24.4104
0.834518,0.255664,23.9497
0.93563,0.248879,23.0616
1.03888,0.240717,22.3948
1.14069,0.228622,21.6589
1.24746,0.213898,21.2054
1.35124,0.204553,21.1153
1.45344,0.194954,21.931
1.5548,0.184683,23.2187
1.65602,0.174788,28.0453
1.7614,0.167321,34.8169
1.86259,0.157828,39.7111
1.96936,0.150479,49.6764
2.07429,0.143812,67.0384
