2.11984,0.994686,0
2.21725,0.938415,13.0439
2.30875,0.88924,13.0439
2.40236,0.835971,13.0439
2.49946,0.783455,13.0439
2.59123,0.735264,0
2.68664,0.683335,13.0439
2.78676,0.630574,20.7025
2.87882,0.582908,20.7025
2.97282,0.534828,20.7025
3.0631,0.488167,20.7025
3.1557,0.444187,0
3.24617,0.401525,20.7025
3.34302,0.35115,20.7025
3.43742,0.301066,20.7025
3.53445,0.253986,28.7739
3.63043,0.205622,28.7012
3.7228,0.158168,28.7012
3.8213,0.109393,27.4886
3.91481,0.0631464,27.203
4.01061,0.0137219,26.2585
4.10113,-0.0319353,25.8058
4.19673,-0.0757583,25.169
4.28957,-0.121102,24.3954
4.38154,-0.164926,23.8798
4.47525,-0.209648,22.9515
4.56791,-0.254989,22.1669
4.65945,-0.297754,21.5525
4.75692,-0.345313,21.1245
4.8504,-0.389262,21.1487
4.94502,-0.434289,22.149
5.04164,-0.479339,23.8302
5.14313,-0.52707,30.9429
5.23852,-0.574899,33.109
5.33574,-0.619684,47.0708
5.4278,-0.665151,58.4703
5.51976,-0.710388,58.4703
5.42242,-0.658185,48.4599
5.31939,-0.603658,42.6106
5.22415,-0.564517,31.2004
5.11488,-0.510054,25.9305
5.03831,-0.468283,23.4021
4.92272,-0.412358,21.5515
4.83089,-0.36628,21.1149
4.73865,-0.319091,21.3045
4.72015,-0.307923,21.1254
4.72347,-0.310485,21.1254
4.72648,-0.311555,21.3072
4.83027,-0.33902,21.1564
4.93348,-0.367407,22.0378
5.03667,-0.396604,23.8673
5.14381,-0.426833,27.7504
5.24885,-0.454076,37.8025
5.35198,-0.484428,44.6606
5.45529,-0.51475,56.5544
5.55517,-0.546149,56.5544
5.44889,-0.521432,56.4559
5.34615,-0.491354,40.715
5.2438,-0.4628,33.5512
5.13935,-0.430987,26.1638
5.03139,-0.400903,22.865
4.92402,-0.369094,21.4549
4.81815,-0.340663,21.125
4.71586,-0.30927,21.6591
4.60624,-0.275668,21.8258
4.50098,-0.245615,22.8836
